elapsed_s,cpu_time_s,rss_bytes,uss_bytes,threads
0.007844352999995863,10.91,1217077248,1212829696,15
0.21760471599998255,11.27,1237491712,1233252352,17
0.4332010559999162,11.690000000000001,1256071168,1251258368,17
0.6434693799999422,12.16,1265938432,1261699072,17
0.8515547799999013,12.58,1267634176,1263058944,17
1.0616705950000096,13.03,1277194240,1272971264,17
1.2699310279999736,13.5,1281269760,1277018112,17
1.4779087199999594,13.93,1281478656,1277227008,17
1.6863362459999962,14.35,1309368320,1305116672,17
1.8979512489999024,14.879999999999999,1319485440,1315233792,17
2.107116620999932,15.299999999999999,1319485440,1315233792,17
2.3156135709999717,15.73,1319616512,1315364864,17
2.5242632160000085,16.15,1319616512,1315344384,17
2.7355994549999423,16.59,1349132288,1344909312,23
2.9445890319999535,17.060000000000002,1348993024,1344741376,17
3.1533438459999843,17.48,1348993024,1344753664,17
3.36154790899991,17.91,1348993024,1344753664,17
3.5709350669999367,18.349999999999998,1334747136,1330507776,17
3.7794498009999415,18.830000000000002,1342128128,1337888768,17
3.987894338999922,19.259999999999998,1342128128,1337905152,17
4.196334098999955,19.69,1342128128,1337905152,17
4.405004566999992,20.11,1345667072,1373827072,17
4.616995840999948,20.65,1352839168,1348587520,17
4.829317461999949,21.080000000000002,1352839168,1348587520,17
5.041419227000006,21.509999999999998,1352839168,1348587520,17
5.251048125000011,21.939999999999998,1372172288,1367920640,17
5.459472036999955,22.46,1353117696,1348866048,17
5.66781274799996,22.89,1353121792,1348870144,17
5.87614637799993,23.299999999999997,1353121792,1348849664,17
6.084486233000007,23.73,1353121792,1348849664,17
6.305879957999991,24.189999999999998,1356660736,1384771584,17
6.526866238999901,24.740000000000002,1357053952,1352814592,17
6.73623373800001,25.17,1357053952,1352814592,17
6.944998768000005,25.6,1357053952,1352814592,17
7.153692681999928,26.020000000000003,1357053952,1352814592,17
7.362519555999938,26.45,1364131840,1359908864,17
7.571281763000002,26.95,1364254720,1360003072,17
7.779791608999972,27.38,1364254720,1360003072,17
7.98833192099994,27.799999999999997,1364254720,1360003072,17
8.200164456999914,28.23,1383587840,1379336192,17
8.410213145999933,28.75,1357242368,1352990720,17
8.621704894999993,29.18,1357242368,1352990720,17
8.830593975999932,29.599999999999998,1357242368,1352990720,17
9.039644729999964,30.029999999999998,1369497600,1365245952,17
9.249505365999994,30.56,1353695232,1349423104,17
9.458201500999962,30.979999999999997,1353695232,1349451776,17
9.666767995999976,31.41,1353695232,1349455872,17
9.875246392999998,31.830000000000002,1358872576,1354633216,17
10.086240675999989,32.44,1357266944,1353027584,17
10.295164334999981,32.86,1357266944,1353043968,17
10.503432373999999,33.28,1357266944,1353043968,17
10.714272550999908,33.72,1357434880,1353211904,17
10.922937288999947,34.14,1357434880,1353211904,17
11.132507271000009,34.57,1357434880,1353211904,17
11.341172195000013,35.0,1415929856,1411706880,17
11.550486266000007,35.43,1396420608,1392168960,24
11.76207229399995,35.9,1399971840,1395720192,24
11.970645299000012,36.32,1399971840,1395720192,24
12.179729414999997,36.75,1399971840,1395720192,24
12.38893025199991,37.25,1406824448,1402552320,24
12.598589500000003,37.69,1406824448,1402552320,24
12.81138238199992,38.12,1406824448,1402572800,24
13.021236908999981,38.629999999999995,1407160320,1402908672,24
13.230209039999977,39.07,1407160320,1402908672,24
13.438902081999913,39.489999999999995,1407176704,1402937344,24
13.648528730999942,39.92,1407176704,1402937344,24
13.861332237999932,40.400000000000006,1417183232,1413070848,28
14.069877657000006,40.87,1417125888,1412886528,24
14.278652320999981,41.29,1417125888,1412902912,24
14.491871695999976,41.73,1417125888,1412902912,24
14.702564861999917,42.17,1417125888,1412902912,24
14.911690420000014,42.79,1420980224,1416757248,24
15.120307135999951,43.2,1420980224,1416757248,24
15.328743139999915,43.629999999999995,1420980224,1416757248,24
15.537696439000001,44.06,1421004800,1416781824,24
15.746676102999913,44.49,1421004800,1416781824,24
15.955424497999957,44.91,1421004800,1416781824,24
16.168205330999967,45.339999999999996,1465888768,1461620736,24
16.377474760999917,45.78,1438572544,1434300416,24
16.58682145299997,46.290000000000006,1446436864,1442164736,24
16.796537169999965,46.71,1446436864,1442185216,24
17.005901082999912,47.15,1446436864,1442185216,24
17.2150837879999,47.64,1450123264,1445871616,24
17.423613162999914,48.08,1450123264,1445871616,24
17.632733006999956,48.5,1450123264,1445871616,24
17.841474866999988,49.0,1450254336,1446002688,24
18.05146600599994,49.46,1450254336,1446002688,24
18.28108195899995,49.940000000000005,1450254336,1446002688,24
18.491093646999957,50.37,1450254336,1446014976,24
18.701012354,50.8,1461145600,1456906240,24
18.91024215899995,51.3,1464721408,1460482048,24
19.122403856999995,51.74,1464721408,1460498432,24
19.331008259999976,52.16,1464721408,1460498432,24
19.54470895700001,52.61,1464815616,1460514816,35
19.754758208999988,53.17,1465069568,1460846592,24
19.963771378999922,53.589999999999996,1465069568,1460846592,24
20.17287111899998,54.019999999999996,1465069568,1460846592,24
20.381590760999984,54.45,1465069568,1460846592,24
20.59083185399993,54.87,1465069568,1460846592,24
20.802428968999948,55.31,1429151744,1424900096,24
21.01132681499996,55.8,1430310912,1426059264,24
21.222324766999918,56.25,1430310912,1426038784,24
21.431687873999977,56.68,1430310912,1426038784,24
21.64201849999995,57.14,1454727168,1450487808,32
21.851770302999967,57.61,1454559232,1450307584,24
22.06168349899997,58.05,1454559232,1450307584,24
22.271967684999936,58.480000000000004,1454559232,1450307584,24
22.482281239999907,59.0,1454567424,1450315776,24
22.691335531999925,59.43,1454567424,1450315776,24
22.900444214999993,59.86,1454567424,1450328064,24
23.113040591999948,60.3,1466232832,1461993472,24
23.321801541000013,60.81,1466232832,1461993472,24
23.53108043599991,61.24,1466232832,1462009856,24
23.740230100999952,61.66,1466232832,1462009856,24
23.950165754999944,62.099999999999994,1466232832,1462009856,24
24.159656563,62.68000000000001,1466232832,1462009856,24
24.369168983999998,63.11,1466232832,1462009856,24
24.578193995999982,63.54,1466232832,1462009856,24
24.78728731000001,63.97,1466232832,1462009856,24
24.99631333299999,64.39,1466232832,1462009856,24
25.205699288999995,64.83,1451581440,1447329792,24
25.415636063999955,65.31,1451646976,1447395328,24
25.626147224999954,65.8,1451646976,1447374848,24
25.835823077999976,66.22,1451646976,1447374848,24
26.047357010999917,66.66,1451646976,1447395328,24
26.257118571999968,67.16,1454669824,1450418176,24
26.467645742999935,67.59,1454669824,1450418176,24
26.677028547999953,68.02,1454669824,1450418176,24
26.885801990000004,68.53999999999999,1454669824,1450418176,24
27.09896894999997,68.97,1454669824,1450418176,24
27.311647902999994,69.41,1454669824,1450430464,24
27.520703675999926,69.83,1454669824,1450430464,24
27.730565175999914,70.37,1466359808,1462120448,24
27.94011108199993,70.80000000000001,1466359808,1462120448,24
28.148842394999974,71.22,1466359808,1462136832,24
28.35879550499999,71.64999999999999,1466359808,1462136832,24
28.568038279999996,72.24,1466626048,1462403072,24
28.777623845999983,72.67,1466626048,1462403072,24
28.986895087999983,73.1,1466626048,1462403072,24
29.196570659999907,73.52,1466626048,1462403072,24
29.40594139199993,73.96000000000001,1466626048,1462403072,24
29.614948505999905,74.37,1466626048,1462403072,24
29.82418746399992,74.81,1488658432,1484435456,24
30.056179896999993,75.31,1430716416,1426444288,24
30.272253449000004,75.75,1430736896,1426464768,24
30.48128004199998,76.22,1431064576,1426812928,24
30.690248217999965,76.64,1431064576,1426812928,24
30.899679601000003,77.07,1455321088,1451069440,24
31.109545419999904,77.58,1455321088,1451069440,24
31.318587417000003,78.0,1455321088,1451069440,24
31.528154686999983,78.42999999999999,1455321088,1451069440,24
31.7402222689999,78.94999999999999,1455423488,1451171840,24
31.94895249000001,79.38,1455423488,1451184128,24
32.1579256519999,79.81,1455423488,1451184128,24
32.36704745299994,80.24,1455423488,1451184128,24
32.57594977399992,80.74,1470443520,1466204160,24
32.78532204299995,81.17999999999999,1470443520,1466220544,24
32.99414939600001,81.6,1470443520,1466220544,24
33.20306184099991,82.03,1470443520,1466220544,24
33.415032537,82.53,1471066112,1466843136,41
33.623908006999955,83.02,1470832640,1466609664,24
33.83362815999999,83.45,1470832640,1466609664,24
34.04382800600001,83.88,1470832640,1466609664,24
34.25628533999998,84.31,1470832640,1466609664,24
34.469014417999915,84.75999999999999,1477246976,1473024000,24
34.68348719400001,85.19000000000001,1456156672,1451884544,24
34.89547343300001,85.61000000000001,1464606720,1460334592,24
35.10489338399998,86.05,1464606720,1460355072,24
35.314821619999975,86.47,1464606720,1460355072,24
35.524231740000005,86.89999999999999,1464606720,1460355072,24
35.733678865,87.33,1464606720,1460355072,24
35.943693671999995,87.76,1464606720,1460355072,24
36.15362983499995,88.19,1465475072,1461223424,24
36.363667290999956,88.58999999999999,1465475072,1461223424,24
36.5770386019999,89.04,1474248704,1470017536,24
36.78602195899998,89.46,1480273920,1476034560,24
36.99631036299991,89.89,1483288576,1479049216,24
37.205745399999955,90.32000000000001,1486303232,1482063872,24
37.41745953399993,90.73,1486303232,1482080256,24
37.627612874999954,91.15,1492328448,1488105472,24
37.84046709699999,91.59,1492328448,1488105472,24
38.053132123999944,92.01,1492328448,1488105472,24
38.266707733999965,92.45,1559408640,1555161088,24
38.47674001600001,92.87,1538609152,1530499072,24
38.686765893999905,93.31,1511718912,1507495936,24
38.90464501700001,93.82000000000001,1525424128,1521201152,24
39.12104435899994,94.27000000000001,1525424128,1521201152,24
39.336893531999976,94.72,1525424128,1521152000,24
39.547171900999956,95.17,1525489664,1521217536,24
39.75943309999991,95.61000000000001,1525489664,1521217536,24
39.968986757999915,96.03999999999999,1525489664,1521238016,24
40.17828439899995,96.55000000000001,1525555200,1521303552,24
40.38761531599994,96.97,1525555200,1521303552,24
40.596621583,97.39,1525555200,1521303552,24
40.81906113299999,97.89,1525755904,1521561600,27
41.02914905,98.35,1525616640,1521364992,24
41.23857081400001,98.78,1525616640,1521364992,24
41.44957058099999,99.19999999999999,1525616640,1521377280,24
41.65903111299997,99.63,1525616640,1521377280,24
41.86850170499997,100.16,1539842048,1535602688,24
42.07913897599997,100.59,1539842048,1535619072,24
42.29081707599994,101.02,1539842048,1535619072,24
42.500655491999964,101.45,1539842048,1535619072,24
42.710942769999974,101.89,1539842048,1535619072,24
42.92038987199999,102.47,1539842048,1535619072,24
43.130810811999936,102.91,1539842048,1535619072,24
43.34143058099994,103.33999999999999,1539842048,1535619072,24
43.55247338799995,103.77,1539842048,1535619072,24
43.765385142000014,104.21000000000001,1539842048,1535619072,24
43.97799143999998,104.64,1539842048,1535619072,24
44.18821570099999,105.08000000000001,1507459072,1503186944,24
44.40550000299993,105.56,1507913728,1503641600,24
